customer_id,segment_true,annual_income_eur,savings_eur,green_preference,financing_sensitivity
CUS_005050,first_home,48562,25914,0.638,0.663
CUS_005051,first_home,42899,20631,0.371,0.889
CUS_005052,first_home,42128,9725,0.555,0.632
CUS_005053,upsizer,66994,16826,0.0,0.45
CUS_005054,investor,56675,23412,0.516,0.423
CUS_005055,upsizer,85176,52600,0.762,0.578
CUS_005056,investor,82680,49091,0.459,0.735
CUS_005057,first_home,59523,21319,0.134,0.602
CUS_005058,first_home,49615,5019,0.546,0.947
CUS_005059,first_home,32263,21627,0.512,0.634
CUS_005060,upsizer,88238,57651,0.936,0.43
CUS_005061,first_home,18587,8407,0.666,0.649
CUS_005062,first_home,31390,11068,0.505,0.567
CUS_005063,first_home,40292,15098,0.271,0.836
CUS_005064,premium,114689,68539,0.549,0.342
CUS_005065,first_home,40780,21476,1.0,1.0
CUS_005066,first_home,43011,15181,0.651,0.887
CUS_005067,investor,51170,42281,0.718,0.426
CUS_005068,first_home,57093,8827,0.0,0.791
CUS_005069,investor,55054,17712,0.78,0.429
CUS_005070,investor,43685,14230,0.582,0.495
CUS_005071,first_home,31126,13978,0.566,0.539
CUS_005072,first_home,42738,27088,0.602,0.592
CUS_005073,first_home,63924,37022,0.608,0.927
CUS_005074,first_home,27128,12284,0.498,0.776
CUS_005075,investor,49844,9526,0.441,0.21
CUS_005076,first_home,28626,17231,0.223,0.85
CUS_005077,first_home,35002,7899,0.471,0.712
CUS_005078,investor,45037,16109,0.827,0.371
CUS_005079,investor,70911,29527,0.426,0.451
CUS_005080,upsizer,89864,25580,0.751,0.602
CUS_005081,upsizer,48971,13768,0.303,0.529
CUS_005082,first_home,37202,21935,0.235,0.494
CUS_005083,first_home,37843,26178,0.457,0.845
CUS_005084,investor,97914,40799,0.782,0.487
CUS_005085,premium,162926,17885,0.207,0.337
CUS_005086,first_home,55479,26657,0.986,0.434
CUS_005087,upsizer,60886,18552,1.0,0.623
CUS_005088,investor,48460,23983,0.73,0.61
CUS_005089,first_home,27102,13095,0.431,0.665
CUS_005090,premium,81296,7423,0.446,0.01
CUS_005091,first_home,28866,10384,0.395,0.706
CUS_005092,upsizer,87340,47246,0.394,0.284
CUS_005093,first_home,41318,17074,0.508,0.691
CUS_005094,investor,48202,11214,0.121,0.66
CUS_005095,investor,52733,28905,0.644,0.308
CUS_005096,first_home,38550,5020,0.288,0.66
CUS_005097,investor,78427,37028,0.353,0.469
CUS_005098,first_home,57265,19068,0.377,0.603
CUS_005099,first_home,38321,19472,0.647,0.914
CUS_005100,first_home,35518,13814,0.825,0.84
CUS_005101,premium,82447,42667,0.316,0.0
CUS_005102,upsizer,74360,50193,0.849,0.665
CUS_005103,first_home,29964,16629,0.29,0.969
CUS_005104,premium,69452,38316,0.385,0.082
CUS_005105,upsizer,71805,38410,0.775,0.376
CUS_005106,first_home,25472,3082,0.161,0.825
CUS_005107,upsizer,112481,49997,0.428,0.496
CUS_005108,first_home,50664,24245,0.337,0.822
CUS_005109,premium,185254,98095,0.45,0.425
CUS_005110,investor,42053,17443,0.395,0.87
CUS_005111,upsizer,61545,34392,0.142,0.694
CUS_005112,first_home,42712,10995,0.706,0.749
CUS_005113,first_home,35114,27695,0.643,0.846
CUS_005114,premium,126474,67092,0.775,0.278
CUS_005115,investor,84194,22256,0.462,0.063
CUS_005116,investor,45962,30978,0.537,0.496
CUS_005117,investor,61042,13986,0.774,0.343
CUS_005118,investor,47827,20647,0.614,0.267
CUS_005119,first_home,36459,16435,0.777,0.794
CUS_005120,first_home,50062,17833,0.76,0.651
CUS_005121,first_home,37197,15177,0.571,0.397
CUS_005122,first_home,16000,7062,0.583,0.337
CUS_005123,premium,146602,34716,0.544,0.393
CUS_005124,first_home,40587,19450,0.583,0.766
CUS_005125,first_home,51991,22384,0.429,0.711
CUS_005126,first_home,37158,28980,0.642,0.745
CUS_005127,upsizer,67487,47045,0.604,0.626
CUS_005128,first_home,31953,9523,0.415,0.67
CUS_005129,first_home,57731,23359,0.653,0.791
CUS_005130,premium,170630,52067,0.856,0.238
CUS_005131,first_home,30885,11863,0.562,0.595
CUS_005132,premium,134222,78481,0.577,0.0
CUS_005133,first_home,17314,7125,0.604,0.876
CUS_005134,investor,72473,24654,0.103,0.556
CUS_005135,first_home,40623,21895,0.473,0.385
CUS_005136,first_home,29618,2411,1.0,0.935
CUS_005137,first_home,42262,15233,0.57,0.988
CUS_005138,investor,43194,29225,0.345,0.403
CUS_005139,premium,69938,47919,0.551,0.122
CUS_005140,first_home,34412,22883,0.425,0.503
CUS_005141,investor,34222,7131,0.601,0.462
CUS_005142,first_home,34596,7162,0.604,0.715
CUS_005143,premium,204194,69657,0.545,0.0
CUS_005144,upsizer,53159,22978,0.774,0.596
CUS_005145,first_home,52992,15794,0.269,0.736
CUS_005146,first_home,52370,6677,0.639,0.573
CUS_005147,premium,127742,76263,0.811,0.435
CUS_005148,upsizer,51357,29120,0.494,0.526
CUS_005149,investor,78369,25366,0.755,0.584
CUS_005150,first_home,17784,9926,0.505,0.943
CUS_005151,investor,46945,28159,0.298,0.266
CUS_005152,first_home,28788,1500,0.103,0.423
CUS_005153,upsizer,16000,8733,0.427,0.735
CUS_005154,premium,183211,76773,0.484,0.316
CUS_005155,upsizer,87172,1500,1.0,0.428
CUS_005156,premium,152337,93424,0.571,0.269
CUS_005157,upsizer,47794,21235,0.425,0.36
CUS_005158,first_home,46257,6600,0.687,0.656
CUS_005159,upsizer,94905,47600,0.466,0.594
CUS_005160,first_home,42866,19829,0.808,0.805
CUS_005161,first_home,37875,19973,0.93,0.801
CUS_005162,first_home,48473,3968,0.599,0.718
CUS_005163,first_home,46737,17569,0.133,0.78
CUS_005164,first_home,16000,4055,0.536,0.755
CUS_005165,first_home,35911,14388,0.521,0.698
CUS_005166,first_home,51177,6362,0.953,0.807
CUS_005167,first_home,26766,6127,0.667,0.818
CUS_005168,first_home,18691,13217,0.466,0.818
CUS_005169,investor,28735,18364,0.896,0.149
CUS_005170,investor,37174,22486,0.532,0.264
CUS_005171,investor,59179,41113,0.529,0.741
CUS_005172,premium,90413,8452,0.44,0.217
CUS_005173,investor,42231,17729,0.838,0.646
CUS_005174,first_home,16000,7583,0.431,0.55
CUS_005175,first_home,34392,12390,0.716,0.961
CUS_005176,first_home,16000,1521,0.656,0.434
CUS_005177,first_home,46932,27646,0.576,0.785
CUS_005178,upsizer,49706,26901,0.779,0.661
CUS_005179,first_home,33290,10596,0.93,0.805
CUS_005180,upsizer,64042,37286,0.264,0.693
CUS_005181,first_home,23059,10432,0.521,0.773
CUS_005182,investor,90163,49057,0.502,0.287
CUS_005183,first_home,16000,4247,0.586,0.955
CUS_005184,upsizer,58017,27440,0.421,0.53
CUS_005185,premium,111226,52817,0.313,0.387
CUS_005186,first_home,35473,13775,0.534,0.932
CUS_005187,first_home,23697,1500,0.804,0.789
CUS_005188,investor,67789,31245,0.511,0.38
CUS_005189,first_home,72056,34095,0.66,0.812
CUS_005190,first_home,36172,9397,0.927,0.756
CUS_005191,upsizer,53740,28644,0.6,0.501
CUS_005192,investor,81794,38773,0.798,0.489
CUS_005193,first_home,25410,12799,0.82,0.774
CUS_005194,first_home,34600,12527,0.858,0.72
CUS_005195,first_home,16000,1959,1.0,0.671
CUS_005196,premium,143488,18139,0.529,0.334
CUS_005197,first_home,23661,13102,0.779,0.668
CUS_005198,first_home,54106,12612,0.612,0.634
CUS_005199,first_home,27286,7814,0.68,0.574
CUS_005200,upsizer,102572,59608,0.659,0.578
CUS_005201,first_home,37741,1715,0.847,0.719
CUS_005202,investor,66185,9320,0.438,0.523
CUS_005203,first_home,45267,25894,0.654,0.568
CUS_005204,premium,116910,52045,0.255,0.115
CUS_005205,first_home,31226,2222,0.369,0.48
CUS_005206,premium,182957,64195,0.422,0.559
CUS_005207,upsizer,106393,49119,0.702,0.524
CUS_005208,first_home,16179,3748,0.661,0.873
CUS_005209,first_home,59138,10037,0.896,0.67
CUS_005210,upsizer,80529,10151,0.797,0.737
CUS_005211,first_home,34951,20354,0.556,0.425
CUS_005212,premium,84929,52469,1.0,0.439
CUS_005213,premium,123563,69918,0.605,0.286
CUS_005214,first_home,36863,24028,0.224,0.867
CUS_005215,first_home,25419,16789,0.256,0.614
CUS_005216,first_home,43501,6835,0.727,0.689
CUS_005217,investor,58879,35930,0.185,0.456
CUS_005218,first_home,41250,18570,0.604,0.978
CUS_005219,investor,70466,54394,0.48,0.247
CUS_005220,investor,108554,112839,1.0,0.505
CUS_005221,premium,86350,34090,0.28,0.335
CUS_005222,first_home,19183,7196,0.799,0.612
CUS_005223,first_home,45600,16459,0.476,0.546
CUS_005224,first_home,38790,17182,0.454,0.73
CUS_005225,first_home,39208,18497,0.926,0.581
CUS_005226,first_home,37112,33581,0.436,0.503
CUS_005227,upsizer,87464,39863,0.344,0.288
CUS_005228,first_home,68952,24317,0.447,0.703
CUS_005229,first_home,39459,17060,0.318,0.599
CUS_005230,investor,45635,12847,0.193,0.544
CUS_005231,investor,81672,10449,0.373,0.666
CUS_005232,first_home,49621,20015,0.173,0.708
CUS_005233,first_home,37518,31891,0.353,0.76
CUS_005234,first_home,44350,26162,0.347,0.716
CUS_005235,first_home,49828,17124,0.62,0.982
CUS_005236,first_home,37753,18618,0.25,0.926
CUS_005237,first_home,30876,27250,0.703,0.756
CUS_005238,investor,82598,38474,0.042,0.32
CUS_005239,upsizer,72099,19451,0.337,0.573
CUS_005240,first_home,30811,13629,0.508,0.559
CUS_005241,first_home,25283,13793,0.463,0.628
CUS_005242,upsizer,60819,30714,0.573,0.509
CUS_005243,investor,16000,11064,0.237,0.591
CUS_005244,investor,60012,26883,1.0,0.34
CUS_005245,upsizer,91524,1500,0.949,0.475
CUS_005246,investor,40675,20944,0.0,0.315
CUS_005247,investor,63274,31807,0.705,0.208
CUS_005248,first_home,29404,14437,0.475,0.724
CUS_005249,upsizer,67712,18774,0.53,0.695
CUS_005250,investor,81128,63993,0.535,0.346
CUS_005251,first_home,48832,11439,0.368,0.782
CUS_005252,investor,59248,15012,0.531,0.402
CUS_005253,first_home,36395,14151,0.925,0.562
CUS_005254,first_home,21532,14400,0.996,0.808
CUS_005255,first_home,50056,33865,0.531,0.788
CUS_005256,investor,98889,53918,0.169,0.601
CUS_005257,first_home,46539,27496,0.497,0.718
CUS_005258,investor,51085,9990,0.484,0.38
CUS_005259,investor,59750,7411,0.904,0.509
CUS_005260,first_home,45432,16494,0.269,0.994
CUS_005261,first_home,28366,16719,0.106,0.954
CUS_005262,first_home,35304,20974,0.388,0.563
CUS_005263,investor,72673,19880,0.715,0.098
CUS_005264,upsizer,80020,20334,0.332,0.651
CUS_005265,first_home,48512,31065,0.496,0.728
CUS_005266,investor,81154,37675,0.735,0.507
CUS_005267,upsizer,130424,7447,0.186,0.378
CUS_005268,investor,73146,16652,0.53,0.069
CUS_005269,first_home,56964,29469,0.613,0.837
CUS_005270,first_home,32860,7113,0.71,0.693
CUS_005271,upsizer,45027,11384,0.456,0.494
CUS_005272,first_home,40053,10388,0.925,0.872
CUS_005273,first_home,22332,13120,0.437,0.592
CUS_005274,first_home,22699,9722,0.749,0.834
CUS_005275,first_home,24888,18212,0.825,0.73
CUS_005276,investor,63399,22366,0.0,0.508
CUS_005277,upsizer,82200,32225,0.925,0.635
CUS_005278,upsizer,49371,24203,0.294,0.498
CUS_005279,investor,89102,28295,0.45,0.529
CUS_005280,upsizer,57841,8229,0.817,0.506
CUS_005281,premium,73486,26935,0.451,0.225
CUS_005282,upsizer,55079,16262,0.535,0.289
CUS_005283,upsizer,57952,23597,0.777,0.504
CUS_005284,upsizer,93955,30284,0.596,0.507
CUS_005285,first_home,32365,16542,0.314,0.781
CUS_005286,first_home,33769,12381,0.841,0.686
CUS_005287,first_home,35999,5008,0.638,0.739
CUS_005288,investor,81470,25902,0.18,0.369
CUS_005289,upsizer,82906,17708,0.527,0.659
CUS_005290,upsizer,84109,65260,0.636,0.576
CUS_005291,premium,132447,58050,0.459,0.353
CUS_005292,premium,57504,31633,0.164,0.536
CUS_005293,first_home,64593,26660,0.223,0.667
CUS_005294,first_home,22720,17270,0.394,0.563
CUS_005295,investor,112337,22808,0.642,0.245
CUS_005296,first_home,36719,10557,0.834,0.921
CUS_005297,premium,100610,63416,0.218,0.312
CUS_005298,investor,108352,36495,0.415,0.357
CUS_005299,first_home,48070,14196,0.051,1.0
CUS_005300,investor,92836,30537,0.546,0.391
CUS_005301,investor,79505,61833,0.917,0.425
CUS_005302,premium,76395,60965,0.8,0.261
CUS_005303,premium,131613,66300,0.489,0.154
CUS_005304,first_home,63657,29626,0.474,0.752
CUS_005305,premium,128137,73169,0.467,0.377
CUS_005306,first_home,33518,16781,0.482,0.704
CUS_005307,first_home,41259,19046,0.559,0.725
CUS_005308,first_home,22262,7767,0.466,0.517
CUS_005309,premium,114379,36507,0.551,0.537
CUS_005310,upsizer,62072,32235,0.282,0.742
CUS_005311,first_home,51885,23610,0.661,0.551
CUS_005312,investor,62323,43273,0.702,0.359
CUS_005313,upsizer,66892,25645,1.0,0.659
CUS_005314,upsizer,92457,24360,0.672,0.751
CUS_005315,first_home,58252,9728,0.517,0.673
CUS_005316,first_home,45915,13395,0.939,0.878
CUS_005317,first_home,32603,5580,0.891,1.0
CUS_005318,upsizer,69220,44063,0.383,0.648
CUS_005319,first_home,30642,10831,0.972,0.787
CUS_005320,first_home,46066,13442,0.637,0.755
CUS_005321,upsizer,112720,58204,0.22,0.294
CUS_005322,first_home,40861,31906,0.383,0.768
CUS_005323,investor,46935,16576,0.408,0.309
CUS_005324,upsizer,79752,18014,0.914,0.588
CUS_005325,first_home,25900,9293,0.601,0.743
CUS_005326,first_home,38715,3694,0.583,0.745
CUS_005327,first_home,48165,25173,0.544,1.0
CUS_005328,investor,45065,24058,1.0,0.215
CUS_005329,first_home,16000,5614,0.509,0.784
CUS_005330,first_home,76852,17547,0.459,0.419
CUS_005331,first_home,52414,45183,0.844,0.89
CUS_005332,investor,54235,11319,0.599,0.41
CUS_005333,premium,106423,31391,0.897,0.0
CUS_005334,first_home,40108,17493,0.459,0.84
CUS_005335,premium,136975,80123,0.602,0.217
CUS_005336,upsizer,94433,38045,0.99,0.164
CUS_005337,investor,56094,24477,0.439,0.758
CUS_005338,investor,74951,40485,0.793,0.412
CUS_005339,first_home,49590,49938,0.187,0.567
CUS_005340,first_home,24135,7862,0.736,0.549
CUS_005341,first_home,35910,12145,0.402,0.729
CUS_005342,first_home,59446,24410,0.771,0.978
CUS_005343,upsizer,57384,31688,0.289,0.71
CUS_005344,first_home,21456,18978,0.804,0.907
CUS_005345,first_home,32627,13379,0.542,0.475
CUS_005346,premium,117334,62168,0.655,0.389
CUS_005347,upsizer,72074,2981,0.586,0.589
CUS_005348,premium,155088,68492,0.531,0.221
CUS_005349,first_home,41544,17758,0.398,0.774
CUS_005350,investor,59502,36501,0.325,0.718
CUS_005351,first_home,32709,11019,0.723,0.782
CUS_005352,investor,58159,12212,0.283,0.387
CUS_005353,investor,118677,55938,0.518,0.212
CUS_005354,premium,87073,13006,0.312,0.4
CUS_005355,first_home,47485,13549,0.473,0.911
CUS_005356,upsizer,71029,31246,0.103,0.299
CUS_005357,first_home,55905,1500,0.838,0.683
CUS_005358,first_home,44456,17070,0.727,0.82
CUS_005359,premium,134902,96386,0.543,0.156
CUS_005360,first_home,41007,5742,0.599,0.694
CUS_005361,first_home,27631,8482,0.838,0.537
CUS_005362,first_home,36293,19450,0.426,0.825
CUS_005363,first_home,46079,26577,0.87,0.74
CUS_005364,first_home,47132,20758,0.386,0.862
CUS_005365,investor,87803,34811,0.546,0.414
CUS_005366,first_home,33481,24361,0.222,0.912
CUS_005367,upsizer,82074,38435,0.886,0.449
CUS_005368,premium,184723,44263,0.487,0.354
CUS_005369,premium,145680,65793,0.637,0.319
CUS_005370,upsizer,89563,36337,0.371,0.559
CUS_005371,investor,42800,15025,0.506,0.486
CUS_005372,first_home,38572,4913,0.314,0.905
CUS_005373,upsizer,118239,50692,0.352,0.91
CUS_005374,first_home,21616,11561,0.164,0.595
CUS_005375,first_home,23866,13486,0.492,1.0
CUS_005376,investor,59330,25631,0.383,0.067
CUS_005377,first_home,39650,17303,1.0,1.0
CUS_005378,investor,70720,23282,0.282,0.371
CUS_005379,upsizer,71422,43156,0.384,0.597
CUS_005380,investor,73248,15819,0.733,0.393
CUS_005381,first_home,34820,11707,0.311,0.698
CUS_005382,first_home,36480,10395,0.514,0.84
CUS_005383,first_home,41927,17186,0.719,1.0
CUS_005384,first_home,34440,22947,0.701,0.941
CUS_005385,investor,96936,20959,0.555,0.233
CUS_005386,premium,109090,52392,0.521,0.341
CUS_005387,investor,83501,40437,0.775,0.397
CUS_005388,investor,65224,16728,0.835,0.636
CUS_005389,first_home,51779,20470,0.558,0.98
CUS_005390,first_home,56268,15113,0.666,0.677
CUS_005391,investor,90513,40561,0.417,0.425
CUS_005392,first_home,43811,17906,0.816,0.759
CUS_005393,first_home,37705,26426,0.727,0.552
CUS_005394,investor,75538,22076,0.464,0.339
CUS_005395,first_home,44425,17728,0.415,0.651
CUS_005396,first_home,16000,5804,0.974,0.556
CUS_005397,first_home,48114,32439,0.42,0.581
CUS_005398,first_home,52349,17871,0.491,0.752
CUS_005399,investor,103219,27827,0.241,0.347
CUS_005400,first_home,27665,8032,0.787,0.743
CUS_005401,premium,109742,31535,0.418,0.502
CUS_005402,first_home,32533,10586,0.547,0.663
CUS_005403,first_home,16017,4420,0.526,0.803
CUS_005404,first_home,31554,13656,1.0,0.916
CUS_005405,upsizer,56508,11090,0.973,0.408
CUS_005406,first_home,43014,22960,0.622,0.789
CUS_005407,investor,62668,27412,0.389,0.682
CUS_005408,upsizer,82910,59854,0.576,0.181
CUS_005409,first_home,32766,16843,0.53,0.591
CUS_005410,investor,51717,25644,0.928,0.186
CUS_005411,investor,54592,43222,1.0,0.476
CUS_005412,premium,139463,70875,0.626,0.347
CUS_005413,first_home,26615,10415,0.74,0.908
CUS_005414,upsizer,71812,19644,1.0,0.725
CUS_005415,investor,84500,58434,0.675,0.0
CUS_005416,upsizer,69117,17175,0.356,0.411
CUS_005417,first_home,52161,11730,0.524,0.635
CUS_005418,first_home,42281,9542,0.549,0.761
CUS_005419,first_home,37499,11046,0.377,0.725
CUS_005420,upsizer,97384,42637,0.562,0.696
CUS_005421,first_home,50045,19158,0.186,0.841
CUS_005422,investor,49707,26075,0.077,0.166
CUS_005423,first_home,40844,9549,0.538,0.946
CUS_005424,first_home,37114,10135,0.499,0.635
CUS_005425,first_home,19994,9150,0.982,0.7
CUS_005426,premium,107639,27604,0.44,0.126
CUS_005427,first_home,24477,4524,0.628,0.618
CUS_005428,premium,188316,29119,0.455,0.07
CUS_005429,premium,113185,47681,0.116,0.49
CUS_005430,upsizer,60202,25141,0.544,0.463
CUS_005431,investor,52116,21322,0.611,0.241
CUS_005432,investor,45715,29671,0.426,0.092
CUS_005433,investor,16000,7750,0.51,0.281
CUS_005434,first_home,31023,13342,0.785,0.851
CUS_005435,first_home,16000,10762,0.493,0.651
CUS_005436,premium,218207,132125,0.865,0.177
CUS_005437,first_home,19007,5676,0.611,0.703
CUS_005438,first_home,39914,23159,0.813,0.719
CUS_005439,investor,63246,47380,0.94,0.515
CUS_005440,premium,179361,134484,0.343,0.277
CUS_005441,first_home,47023,28487,0.818,0.674
CUS_005442,upsizer,50830,25407,0.877,0.746
CUS_005443,first_home,16382,7900,0.817,0.588
CUS_005444,first_home,32294,22357,0.496,0.745
CUS_005445,upsizer,78732,14897,0.0,0.728
CUS_005446,first_home,31569,20778,1.0,0.522
CUS_005447,investor,56113,25446,0.183,0.189
CUS_005448,upsizer,82183,21689,1.0,0.478
CUS_005449,first_home,39536,8589,0.28,0.7
CUS_005450,first_home,27093,3332,0.259,0.77
CUS_005451,upsizer,95077,50543,0.579,0.308
CUS_005452,investor,29567,22945,0.544,0.263
CUS_005453,upsizer,28658,9748,1.0,0.445
CUS_005454,upsizer,65442,18081,0.403,0.451
CUS_005455,investor,72183,46740,0.78,0.643
CUS_005456,first_home,42117,18971,0.683,0.644
CUS_005457,first_home,35132,23039,0.348,0.607
CUS_005458,first_home,30361,7722,0.695,1.0
CUS_005459,first_home,44517,24372,0.542,0.715
CUS_005460,premium,161128,121931,0.844,0.248
CUS_005461,upsizer,103718,24997,0.51,0.841
CUS_005462,upsizer,86378,32155,0.918,0.233
CUS_005463,upsizer,70835,25849,0.651,0.988
CUS_005464,first_home,47613,26897,0.272,0.575
CUS_005465,first_home,30716,20178,0.135,0.887
CUS_005466,first_home,23904,7345,1.0,0.705
CUS_005467,investor,77847,68478,0.548,0.385
CUS_005468,upsizer,93166,41008,0.546,0.742
CUS_005469,upsizer,76884,25204,0.622,0.584
CUS_005470,upsizer,83335,57249,0.552,0.626
CUS_005471,first_home,36997,16841,0.59,0.841
CUS_005472,first_home,59120,21418,0.17,0.5
CUS_005473,first_home,33676,11193,0.786,0.694
CUS_005474,investor,91713,74140,0.603,0.247
CUS_005475,first_home,42036,10555,0.73,0.88
CUS_005476,premium,152601,96543,0.429,0.25
CUS_005477,first_home,28874,8198,0.56,0.908
CUS_005478,investor,49241,15654,0.217,0.137
CUS_005479,upsizer,71581,29724,0.829,0.488
CUS_005480,first_home,48257,24793,0.533,0.557
CUS_005481,investor,104082,13942,0.0,0.26
CUS_005482,premium,132437,43969,0.475,0.215
CUS_005483,upsizer,90119,55444,0.654,0.445
CUS_005484,first_home,47698,29307,0.916,0.901
CUS_005485,investor,51843,19583,0.211,0.345
CUS_005486,first_home,21302,4653,0.875,0.894
CUS_005487,first_home,46425,21764,0.732,0.68
CUS_005488,first_home,53589,31084,0.453,0.836
CUS_005489,investor,51049,23619,0.776,0.074
CUS_005490,first_home,67744,46267,0.637,0.823
CUS_005491,investor,52240,19926,0.428,0.359
CUS_005492,first_home,26576,5123,0.827,0.743
CUS_005493,first_home,35373,11423,0.896,0.497
CUS_005494,investor,32199,13854,0.223,0.246
CUS_005495,first_home,42402,12864,0.648,1.0
CUS_005496,first_home,30086,10123,0.523,0.734
CUS_005497,first_home,45810,27628,0.674,0.651
CUS_005498,first_home,45523,12919,0.482,0.758
CUS_005499,first_home,58361,11091,0.924,0.538
CUS_005500,premium,83146,47875,0.11,0.399
CUS_005501,investor,16000,8739,0.604,0.211
CUS_005502,first_home,46270,11258,0.433,0.82
CUS_005503,first_home,38913,21688,0.504,0.8
CUS_005504,premium,101425,22972,0.096,0.29
CUS_005505,first_home,16000,4796,0.866,0.657
CUS_005506,first_home,40001,9248,0.223,0.541
CUS_005507,first_home,46146,16035,0.669,0.701
CUS_005508,investor,49931,26540,0.427,0.626
CUS_005509,investor,106396,50919,0.493,0.563
CUS_005510,first_home,18849,5344,0.701,0.71
CUS_005511,first_home,44437,20623,0.857,0.771
CUS_005512,premium,134940,67305,0.241,0.009
CUS_005513,first_home,55679,33518,0.461,0.875
CUS_005514,first_home,21607,10688,0.627,0.749
CUS_005515,premium,146674,82546,0.549,0.488
CUS_005516,first_home,23144,10222,0.764,1.0
CUS_005517,first_home,51304,14536,0.922,0.521
CUS_005518,investor,51729,23750,0.4,0.502
CUS_005519,investor,29112,18888,0.359,0.389
CUS_005520,first_home,45257,29789,0.692,0.757
CUS_005521,first_home,48471,1500,0.275,0.832
CUS_005522,first_home,44233,24028,0.674,0.634
CUS_005523,first_home,45877,15646,0.547,0.671
CUS_005524,first_home,39589,19878,0.52,0.853
CUS_005525,first_home,46426,8549,0.73,0.729
CUS_005526,first_home,64680,22804,0.443,0.616
CUS_005527,first_home,41624,5880,1.0,0.861
CUS_005528,first_home,39288,13834,0.489,0.839
CUS_005529,investor,69236,37344,0.381,0.385
CUS_005530,investor,66641,33994,1.0,0.353
CUS_005531,upsizer,93366,76211,0.554,0.428
CUS_005532,investor,54166,18270,0.304,0.364
CUS_005533,investor,57509,15637,0.52,0.227
CUS_005534,first_home,51529,35012,0.998,0.583
CUS_005535,investor,85841,10392,0.621,0.423
CUS_005536,first_home,38718,17995,0.339,0.884
CUS_005537,upsizer,66766,34753,0.789,0.594
CUS_005538,upsizer,86549,1500,0.712,0.736
CUS_005539,first_home,41395,9676,0.705,0.623
CUS_005540,upsizer,57836,10656,0.167,0.434
CUS_005541,investor,69032,40037,0.307,0.394
CUS_005542,investor,16000,5030,0.189,0.253
CUS_005543,first_home,62949,24118,0.478,0.756
CUS_005544,first_home,55355,7725,0.911,0.616
CUS_005545,premium,107975,30689,0.113,0.313
CUS_005546,first_home,49105,14131,0.273,0.848
CUS_005547,investor,83239,32525,0.148,0.21
CUS_005548,first_home,30002,11249,0.748,0.653
CUS_005549,first_home,30096,20906,1.0,0.893
CUS_005550,investor,49461,27426,0.621,0.209
CUS_005551,investor,74260,8187,0.673,0.557
CUS_005552,upsizer,76036,46622,0.55,0.423
CUS_005553,investor,88227,51914,0.516,0.204
CUS_005554,investor,65141,28809,0.727,0.059
CUS_005555,upsizer,69840,42423,0.34,0.646
CUS_005556,first_home,45825,29624,0.713,0.902
CUS_005557,investor,81532,27929,0.484,0.355
CUS_005558,upsizer,60621,12757,0.549,0.371
CUS_005559,investor,113561,60377,0.425,0.334
CUS_005560,investor,29908,8470,0.052,0.777
CUS_005561,first_home,41709,19919,0.737,0.732
CUS_005562,first_home,30413,7395,0.53,0.443
CUS_005563,investor,87407,52910,0.543,0.25
CUS_005564,investor,81411,23878,1.0,0.36
CUS_005565,investor,40982,16066,0.592,0.617
CUS_005566,first_home,25138,9564,0.379,0.643
CUS_005567,first_home,26785,4689,0.187,0.833
CUS_005568,first_home,21779,13597,0.481,1.0
CUS_005569,first_home,45345,29988,0.657,0.885
CUS_005570,first_home,28194,11395,0.21,0.739
CUS_005571,first_home,16642,4881,0.817,0.96
CUS_005572,first_home,34185,13260,0.461,0.88
CUS_005573,premium,105072,35611,0.516,0.036
CUS_005574,investor,62695,26702,0.552,0.619
CUS_005575,premium,111507,41692,0.214,0.122
CUS_005576,first_home,21354,5695,0.43,0.83
CUS_005577,first_home,45824,29037,0.654,1.0
CUS_005578,first_home,40020,15666,0.536,0.949
CUS_005579,first_home,36137,28103,0.436,0.831
CUS_005580,first_home,57895,25981,0.475,0.771
CUS_005581,first_home,27294,9748,0.688,0.855
CUS_005582,first_home,51422,19500,0.893,0.823
CUS_005583,premium,112701,41011,0.512,0.0
CUS_005584,first_home,38780,15934,0.343,0.595
CUS_005585,first_home,30002,14111,1.0,0.753
CUS_005586,premium,85461,19489,0.8,0.154
CUS_005587,first_home,33768,8312,0.527,0.948
CUS_005588,first_home,16191,9236,0.412,1.0
CUS_005589,investor,95849,50060,0.969,0.472
CUS_005590,investor,95203,13946,0.352,0.226
CUS_005591,investor,55341,29002,0.56,0.466
CUS_005592,upsizer,69975,40675,0.723,0.565
CUS_005593,first_home,56485,26855,0.605,0.982
CUS_005594,first_home,31026,4104,0.329,0.766
CUS_005595,premium,170816,32339,0.461,0.333
CUS_005596,investor,49205,20742,0.555,0.542
CUS_005597,upsizer,82492,63422,0.277,0.459
CUS_005598,premium,113801,37906,0.515,0.241
CUS_005599,first_home,48775,26289,0.91,0.6
CUS_005600,investor,37999,11935,0.991,0.511
CUS_005601,first_home,56142,41320,0.504,0.509
CUS_005602,first_home,38799,16973,0.542,0.892
CUS_005603,first_home,44118,9341,0.509,0.747
CUS_005604,first_home,52177,14777,0.052,0.897
CUS_005605,investor,66492,17864,0.666,0.235
CUS_005606,investor,35228,15886,0.619,0.296
CUS_005607,upsizer,48994,14927,0.804,0.508
CUS_005608,first_home,44999,15339,0.811,0.731
CUS_005609,first_home,58970,46016,0.704,0.776
CUS_005610,first_home,35329,11463,0.707,0.798
CUS_005611,first_home,33534,15485,0.307,0.905
