lead_id,customer_id,project_id,lead_date,channel,visits,lead_score
LEAD_0007725,CUS_003082,PRJ_0007,2023-05-28,agency,0,54
LEAD_0007726,CUS_005334,PRJ_0016,2021-11-11,web,3,42
LEAD_0007727,CUS_001983,PRJ_0027,2024-04-21,referral,2,72
LEAD_0007728,CUS_001676,PRJ_0008,2023-06-01,web,3,60
LEAD_0007729,CUS_003325,PRJ_0016,2022-01-26,campaign,1,60
LEAD_0007730,CUS_003450,PRJ_0019,2022-02-08,walk_in,1,46
LEAD_0007731,CUS_005284,PRJ_0011,2024-12-09,web,1,55
LEAD_0007732,CUS_002998,PRJ_0021,2025-08-28,referral,1,77
LEAD_0007733,CUS_003995,PRJ_0017,2023-08-10,web,0,60
LEAD_0007734,CUS_004405,PRJ_0006,2024-05-28,campaign,1,51
LEAD_0007735,CUS_004491,PRJ_0017,2021-08-17,agency,5,58
LEAD_0007736,CUS_002674,PRJ_0021,2023-04-04,web,2,48
LEAD_0007737,CUS_000659,PRJ_0017,2023-04-16,referral,1,70
LEAD_0007738,CUS_002539,PRJ_0026,2021-10-07,campaign,2,59
LEAD_0007739,CUS_000541,PRJ_0016,2021-02-19,campaign,2,63
LEAD_0007740,CUS_005788,PRJ_0026,2024-05-13,campaign,2,49
LEAD_0007741,CUS_005915,PRJ_0009,2022-11-05,agency,0,69
LEAD_0007742,CUS_005233,PRJ_0003,2022-11-27,web,3,69
LEAD_0007743,CUS_005218,PRJ_0012,2025-10-06,web,2,56
LEAD_0007744,CUS_006257,PRJ_0027,2021-11-09,campaign,1,49
LEAD_0007745,CUS_004250,PRJ_0023,2024-12-31,web,0,66
LEAD_0007746,CUS_000752,PRJ_0008,2025-06-28,web,0,60
LEAD_0007747,CUS_000884,PRJ_0023,2024-09-11,campaign,2,60
LEAD_0007748,CUS_002872,PRJ_0021,2022-09-16,web,4,60
LEAD_0007749,CUS_005403,PRJ_0003,2022-11-02,agency,0,64
LEAD_0007750,CUS_005312,PRJ_0012,2021-09-08,web,2,76
LEAD_0007751,CUS_006082,PRJ_0003,2021-03-25,web,1,67
LEAD_0007752,CUS_004898,PRJ_0025,2022-05-28,agency,2,90
LEAD_0007753,CUS_003785,PRJ_0023,2022-08-22,campaign,1,62
LEAD_0007754,CUS_002880,PRJ_0010,2021-11-26,web,2,68
LEAD_0007755,CUS_004247,PRJ_0018,2024-12-10,web,2,63
LEAD_0007756,CUS_002651,PRJ_0027,2023-10-08,walk_in,3,66
LEAD_0007757,CUS_004214,PRJ_0001,2021-10-16,referral,2,66
LEAD_0007758,CUS_004243,PRJ_0015,2021-04-12,agency,2,71
LEAD_0007759,CUS_004782,PRJ_0025,2025-11-19,campaign,1,31
LEAD_0007760,CUS_004739,PRJ_0015,2024-02-11,web,2,80
LEAD_0007761,CUS_001974,PRJ_0001,2021-01-14,web,1,62
LEAD_0007762,CUS_005146,PRJ_0017,2022-05-05,agency,3,83
LEAD_0007763,CUS_004108,PRJ_0013,2024-04-19,web,1,62
LEAD_0007764,CUS_001054,PRJ_0010,2025-04-30,referral,1,70
LEAD_0007765,CUS_003569,PRJ_0002,2025-07-15,web,1,63
LEAD_0007766,CUS_002899,PRJ_0025,2024-03-08,campaign,3,56
LEAD_0007767,CUS_000637,PRJ_0021,2021-03-19,walk_in,1,38
LEAD_0007768,CUS_004093,PRJ_0005,2021-06-16,web,0,53
LEAD_0007769,CUS_002419,PRJ_0023,2021-11-03,agency,3,59
LEAD_0007770,CUS_005039,PRJ_0017,2022-08-19,web,3,59
LEAD_0007771,CUS_002132,PRJ_0004,2025-04-20,campaign,1,84
LEAD_0007772,CUS_000421,PRJ_0015,2025-06-10,campaign,1,40
LEAD_0007773,CUS_005607,PRJ_0020,2022-10-16,walk_in,2,52
LEAD_0007774,CUS_004277,PRJ_0014,2022-07-18,web,0,62
LEAD_0007775,CUS_006043,PRJ_0002,2023-05-22,web,2,72
LEAD_0007776,CUS_000715,PRJ_0017,2022-06-06,referral,3,79
LEAD_0007777,CUS_004216,PRJ_0022,2025-09-04,agency,0,32
LEAD_0007778,CUS_002501,PRJ_0012,2023-01-28,walk_in,1,46
LEAD_0007779,CUS_000456,PRJ_0006,2025-05-28,referral,1,59
LEAD_0007780,CUS_001489,PRJ_0012,2021-02-09,walk_in,6,77
LEAD_0007781,CUS_005136,PRJ_0027,2022-04-10,web,3,52
LEAD_0007782,CUS_000597,PRJ_0026,2024-02-06,agency,4,98
LEAD_0007783,CUS_000841,PRJ_0014,2025-01-02,web,1,75
LEAD_0007784,CUS_001066,PRJ_0017,2022-10-11,web,1,55
LEAD_0007785,CUS_001717,PRJ_0017,2022-11-27,agency,3,72
LEAD_0007786,CUS_003884,PRJ_0021,2024-08-25,agency,3,52
LEAD_0007787,CUS_003033,PRJ_0010,2021-12-18,web,1,49
LEAD_0007788,CUS_003309,PRJ_0009,2021-03-19,web,3,100
LEAD_0007789,CUS_000276,PRJ_0003,2021-09-16,referral,0,56
LEAD_0007790,CUS_005785,PRJ_0023,2024-08-25,web,3,64
LEAD_0007791,CUS_002168,PRJ_0001,2024-08-01,web,0,62
LEAD_0007792,CUS_001487,PRJ_0027,2021-09-07,campaign,0,67
LEAD_0007793,CUS_004510,PRJ_0014,2021-11-01,referral,1,76
LEAD_0007794,CUS_000506,PRJ_0007,2025-06-11,agency,1,66
LEAD_0007795,CUS_004895,PRJ_0028,2024-10-26,web,1,53
LEAD_0007796,CUS_002663,PRJ_0006,2023-03-10,web,0,53
LEAD_0007797,CUS_000737,PRJ_0014,2023-09-21,web,2,61
LEAD_0007798,CUS_004958,PRJ_0005,2025-07-22,referral,2,77
LEAD_0007799,CUS_003065,PRJ_0009,2022-03-18,agency,2,44
LEAD_0007800,CUS_000681,PRJ_0017,2022-04-26,agency,3,68
LEAD_0007801,CUS_000835,PRJ_0002,2024-03-20,web,1,50
LEAD_0007802,CUS_000061,PRJ_0007,2022-12-25,web,2,38
LEAD_0007803,CUS_001486,PRJ_0006,2022-08-14,agency,3,65
LEAD_0007804,CUS_004784,PRJ_0011,2024-10-22,walk_in,2,46
LEAD_0007805,CUS_000247,PRJ_0001,2021-01-10,campaign,4,80
LEAD_0007806,CUS_000516,PRJ_0024,2023-03-07,campaign,2,68
LEAD_0007807,CUS_004174,PRJ_0006,2022-06-13,web,4,74
LEAD_0007808,CUS_002403,PRJ_0003,2025-09-23,campaign,2,46
LEAD_0007809,CUS_001299,PRJ_0014,2023-07-08,web,0,67
LEAD_0007810,CUS_002252,PRJ_0010,2024-12-17,agency,4,65
LEAD_0007811,CUS_005986,PRJ_0009,2024-10-19,campaign,1,63
LEAD_0007812,CUS_000026,PRJ_0021,2025-03-22,web,1,81
LEAD_0007813,CUS_001736,PRJ_0008,2021-08-02,walk_in,3,43
LEAD_0007814,CUS_006401,PRJ_0004,2025-08-25,campaign,1,62
LEAD_0007815,CUS_005775,PRJ_0005,2023-02-27,web,2,57
LEAD_0007816,CUS_004046,PRJ_0001,2021-12-12,campaign,1,53
LEAD_0007817,CUS_006329,PRJ_0028,2023-04-14,campaign,1,65
LEAD_0007818,CUS_001600,PRJ_0017,2024-12-25,agency,0,64
LEAD_0007819,CUS_001104,PRJ_0016,2023-11-08,agency,2,56
LEAD_0007820,CUS_002468,PRJ_0008,2024-02-08,agency,4,68
LEAD_0007821,CUS_001374,PRJ_0012,2022-06-19,web,5,63
LEAD_0007822,CUS_004327,PRJ_0009,2025-04-18,agency,0,52
LEAD_0007823,CUS_002781,PRJ_0012,2023-11-26,campaign,4,73
LEAD_0007824,CUS_005112,PRJ_0020,2023-07-23,campaign,4,76
LEAD_0007825,CUS_000496,PRJ_0001,2025-01-14,campaign,4,87
LEAD_0007826,CUS_002627,PRJ_0023,2023-07-20,web,1,93
LEAD_0007827,CUS_001966,PRJ_0019,2022-10-01,referral,2,51
LEAD_0007828,CUS_003629,PRJ_0027,2025-10-28,walk_in,3,84
LEAD_0007829,CUS_002735,PRJ_0013,2022-04-16,walk_in,0,51
LEAD_0007830,CUS_002201,PRJ_0009,2022-02-15,agency,2,73
LEAD_0007831,CUS_005428,PRJ_0001,2024-06-04,referral,2,93
LEAD_0007832,CUS_000120,PRJ_0001,2023-01-02,web,1,68
LEAD_0007833,CUS_001972,PRJ_0022,2021-09-15,agency,0,50
LEAD_0007834,CUS_001574,PRJ_0006,2021-11-15,referral,0,55
LEAD_0007835,CUS_001950,PRJ_0015,2023-09-23,campaign,2,48
LEAD_0007836,CUS_003385,PRJ_0013,2025-04-12,web,2,51
LEAD_0007837,CUS_001024,PRJ_0003,2025-12-25,walk_in,2,87
LEAD_0007838,CUS_001892,PRJ_0007,2024-12-10,walk_in,3,71
LEAD_0007839,CUS_004683,PRJ_0007,2021-12-30,walk_in,1,53
LEAD_0007840,CUS_000683,PRJ_0017,2024-05-22,campaign,3,64
LEAD_0007841,CUS_002049,PRJ_0022,2021-12-29,agency,4,62
LEAD_0007842,CUS_005832,PRJ_0021,2021-10-18,web,0,90
LEAD_0007843,CUS_002860,PRJ_0006,2021-11-05,referral,3,81
LEAD_0007844,CUS_004620,PRJ_0028,2021-10-19,walk_in,2,71
LEAD_0007845,CUS_001373,PRJ_0016,2021-04-27,referral,0,60
LEAD_0007846,CUS_005643,PRJ_0015,2022-12-12,agency,3,65
LEAD_0007847,CUS_001993,PRJ_0024,2022-07-04,web,3,66
LEAD_0007848,CUS_002529,PRJ_0013,2025-08-02,walk_in,1,57
LEAD_0007849,CUS_006263,PRJ_0024,2025-04-18,walk_in,1,60
LEAD_0007850,CUS_004684,PRJ_0004,2022-02-27,web,3,52
LEAD_0007851,CUS_002277,PRJ_0006,2023-07-26,web,2,81
LEAD_0007852,CUS_004124,PRJ_0025,2023-08-15,referral,2,59
LEAD_0007853,CUS_002424,PRJ_0028,2023-01-01,campaign,3,66
LEAD_0007854,CUS_002253,PRJ_0006,2023-02-27,campaign,4,67
LEAD_0007855,CUS_002299,PRJ_0015,2021-05-29,referral,0,71
LEAD_0007856,CUS_002206,PRJ_0001,2024-01-16,campaign,1,89
LEAD_0007857,CUS_000782,PRJ_0010,2023-07-17,campaign,1,59
LEAD_0007858,CUS_003811,PRJ_0007,2023-06-07,referral,2,71
LEAD_0007859,CUS_000876,PRJ_0022,2025-08-20,campaign,1,60
LEAD_0007860,CUS_000078,PRJ_0022,2025-04-06,web,1,59
LEAD_0007861,CUS_006474,PRJ_0020,2022-12-01,web,1,59
LEAD_0007862,CUS_000595,PRJ_0021,2023-08-02,web,2,42
LEAD_0007863,CUS_000564,PRJ_0009,2022-12-01,web,2,62
LEAD_0007864,CUS_004228,PRJ_0002,2023-10-17,web,4,78
LEAD_0007865,CUS_005227,PRJ_0018,2025-06-20,web,0,48
LEAD_0007866,CUS_005039,PRJ_0002,2023-10-15,agency,7,91
LEAD_0007867,CUS_005959,PRJ_0006,2025-09-20,web,2,67
LEAD_0007868,CUS_000432,PRJ_0024,2025-03-13,web,3,55
LEAD_0007869,CUS_005829,PRJ_0020,2022-07-01,agency,2,51
LEAD_0007870,CUS_003039,PRJ_0020,2023-06-20,web,5,70
LEAD_0007871,CUS_002533,PRJ_0006,2023-03-03,web,3,49
LEAD_0007872,CUS_004757,PRJ_0015,2021-07-04,web,1,66
LEAD_0007873,CUS_002047,PRJ_0018,2022-06-09,web,1,60
LEAD_0007874,CUS_002624,PRJ_0009,2023-04-03,web,2,77
LEAD_0007875,CUS_004305,PRJ_0027,2025-03-04,walk_in,1,51
LEAD_0007876,CUS_000798,PRJ_0007,2025-08-09,walk_in,3,60
LEAD_0007877,CUS_002237,PRJ_0020,2023-01-02,referral,1,70
LEAD_0007878,CUS_004200,PRJ_0001,2021-05-02,referral,1,69
LEAD_0007879,CUS_002808,PRJ_0007,2025-06-07,web,1,49
LEAD_0007880,CUS_006081,PRJ_0025,2024-01-07,web,1,86
LEAD_0007881,CUS_002294,PRJ_0022,2025-05-02,campaign,3,61
LEAD_0007882,CUS_005854,PRJ_0021,2021-06-22,campaign,2,64
LEAD_0007883,CUS_003658,PRJ_0008,2025-02-01,campaign,4,74
LEAD_0007884,CUS_005650,PRJ_0004,2021-02-08,referral,3,66
LEAD_0007885,CUS_004550,PRJ_0014,2025-05-28,agency,1,78
LEAD_0007886,CUS_006259,PRJ_0018,2025-10-25,referral,4,68
LEAD_0007887,CUS_003501,PRJ_0020,2024-03-23,agency,1,43
LEAD_0007888,CUS_005262,PRJ_0003,2023-08-25,web,1,47
LEAD_0007889,CUS_003840,PRJ_0020,2024-01-12,campaign,2,48
LEAD_0007890,CUS_001697,PRJ_0007,2024-10-23,web,3,57
LEAD_0007891,CUS_002019,PRJ_0014,2025-01-03,referral,1,67
LEAD_0007892,CUS_005487,PRJ_0026,2022-05-09,campaign,4,58
LEAD_0007893,CUS_002951,PRJ_0016,2022-04-01,walk_in,3,70
LEAD_0007894,CUS_005095,PRJ_0020,2022-12-31,web,3,79
LEAD_0007895,CUS_003387,PRJ_0025,2023-04-20,web,1,65
LEAD_0007896,CUS_004660,PRJ_0006,2022-06-23,agency,1,81
LEAD_0007897,CUS_005971,PRJ_0027,2022-11-07,web,2,49
LEAD_0007898,CUS_005616,PRJ_0011,2025-12-20,web,4,70
LEAD_0007899,CUS_005056,PRJ_0013,2023-12-28,agency,1,77
LEAD_0007900,CUS_000048,PRJ_0023,2023-06-30,web,3,67
LEAD_0007901,CUS_005859,PRJ_0015,2023-06-04,agency,2,87
LEAD_0007902,CUS_003358,PRJ_0016,2023-03-28,campaign,0,51
LEAD_0007903,CUS_005807,PRJ_0026,2021-01-12,agency,2,72
LEAD_0007904,CUS_005129,PRJ_0005,2021-09-02,campaign,1,57
LEAD_0007905,CUS_000442,PRJ_0007,2024-07-17,referral,5,61
LEAD_0007906,CUS_002007,PRJ_0011,2025-04-01,web,1,43
LEAD_0007907,CUS_002109,PRJ_0008,2023-06-10,referral,2,60
LEAD_0007908,CUS_001159,PRJ_0027,2025-09-03,campaign,1,46
LEAD_0007909,CUS_001009,PRJ_0003,2021-09-16,web,1,56
LEAD_0007910,CUS_000908,PRJ_0006,2021-01-09,web,3,90
LEAD_0007911,CUS_003731,PRJ_0004,2023-10-05,campaign,1,65
LEAD_0007912,CUS_003856,PRJ_0012,2021-12-05,agency,3,64
LEAD_0007913,CUS_002973,PRJ_0004,2022-05-03,web,4,58
LEAD_0007914,CUS_003341,PRJ_0008,2023-05-07,agency,2,78
LEAD_0007915,CUS_004245,PRJ_0010,2021-12-23,web,2,65
LEAD_0007916,CUS_002465,PRJ_0023,2021-07-22,referral,2,95
LEAD_0007917,CUS_004329,PRJ_0020,2021-03-18,agency,2,67
LEAD_0007918,CUS_005905,PRJ_0022,2023-05-20,referral,4,63
LEAD_0007919,CUS_003215,PRJ_0026,2025-07-28,web,3,66
LEAD_0007920,CUS_004765,PRJ_0016,2024-08-03,agency,3,80
LEAD_0007921,CUS_001688,PRJ_0010,2023-12-24,referral,4,88
LEAD_0007922,CUS_003494,PRJ_0002,2021-06-21,agency,1,67
LEAD_0007923,CUS_002904,PRJ_0024,2024-01-24,campaign,0,88
LEAD_0007924,CUS_005065,PRJ_0020,2024-02-17,web,0,55
LEAD_0007925,CUS_005512,PRJ_0014,2021-05-17,referral,2,96
LEAD_0007926,CUS_002515,PRJ_0016,2024-07-13,agency,3,66
LEAD_0007927,CUS_000276,PRJ_0026,2023-08-01,campaign,2,52
LEAD_0007928,CUS_003115,PRJ_0015,2025-12-17,web,5,78
LEAD_0007929,CUS_002513,PRJ_0016,2021-09-17,agency,0,68
LEAD_0007930,CUS_005674,PRJ_0010,2021-07-29,campaign,2,51
LEAD_0007931,CUS_002486,PRJ_0026,2024-05-08,referral,0,74
LEAD_0007932,CUS_005433,PRJ_0006,2024-01-20,web,2,58
LEAD_0007933,CUS_005511,PRJ_0022,2022-05-10,web,2,65
LEAD_0007934,CUS_004244,PRJ_0001,2023-11-02,web,0,73
LEAD_0007935,CUS_004782,PRJ_0003,2025-12-01,agency,1,56
LEAD_0007936,CUS_002808,PRJ_0015,2021-11-10,web,1,56
LEAD_0007937,CUS_001980,PRJ_0012,2024-01-24,web,3,70
LEAD_0007938,CUS_004967,PRJ_0001,2021-07-21,web,2,57
LEAD_0007939,CUS_003539,PRJ_0010,2024-12-16,web,1,59
LEAD_0007940,CUS_004838,PRJ_0020,2023-07-31,campaign,1,68
LEAD_0007941,CUS_003351,PRJ_0018,2021-10-06,web,2,63
LEAD_0007942,CUS_002535,PRJ_0004,2022-07-06,web,2,72
LEAD_0007943,CUS_004362,PRJ_0011,2025-01-08,agency,2,75
LEAD_0007944,CUS_002214,PRJ_0025,2023-02-18,web,0,56
LEAD_0007945,CUS_002570,PRJ_0026,2025-10-05,web,3,40
LEAD_0007946,CUS_005337,PRJ_0008,2023-07-09,agency,4,68
LEAD_0007947,CUS_004772,PRJ_0010,2023-08-27,agency,0,58
LEAD_0007948,CUS_005512,PRJ_0003,2021-11-13,web,2,76
LEAD_0007949,CUS_005997,PRJ_0009,2025-06-05,web,5,67
LEAD_0007950,CUS_000982,PRJ_0018,2024-10-01,agency,3,69
LEAD_0007951,CUS_005790,PRJ_0018,2021-08-04,web,5,71
LEAD_0007952,CUS_005265,PRJ_0020,2021-10-30,web,3,51
LEAD_0007953,CUS_004391,PRJ_0001,2023-08-13,web,1,70
LEAD_0007954,CUS_003124,PRJ_0003,2024-11-22,web,2,65
LEAD_0007955,CUS_006449,PRJ_0015,2024-09-15,referral,0,53
LEAD_0007956,CUS_002860,PRJ_0007,2021-05-19,agency,2,71
LEAD_0007957,CUS_003051,PRJ_0001,2024-06-13,referral,1,65
LEAD_0007958,CUS_002164,PRJ_0008,2025-11-09,campaign,1,54
LEAD_0007959,CUS_003893,PRJ_0019,2024-01-08,agency,0,48
LEAD_0007960,CUS_002407,PRJ_0018,2023-10-07,campaign,2,74
LEAD_0007961,CUS_005558,PRJ_0026,2024-02-23,agency,1,76
LEAD_0007962,CUS_005174,PRJ_0009,2023-09-23,web,3,58
LEAD_0007963,CUS_000707,PRJ_0021,2022-02-10,walk_in,4,65
LEAD_0007964,CUS_004196,PRJ_0005,2023-10-18,referral,2,63
LEAD_0007965,CUS_005124,PRJ_0011,2024-08-29,referral,4,74
LEAD_0007966,CUS_002541,PRJ_0028,2023-12-10,walk_in,2,74
LEAD_0007967,CUS_000132,PRJ_0016,2023-05-19,referral,2,54
LEAD_0007968,CUS_004368,PRJ_0010,2024-06-08,web,3,73
LEAD_0007969,CUS_005881,PRJ_0002,2025-04-18,web,3,46
LEAD_0007970,CUS_003073,PRJ_0002,2021-01-08,web,2,63
LEAD_0007971,CUS_002451,PRJ_0006,2025-05-31,web,0,38
LEAD_0007972,CUS_003092,PRJ_0018,2023-08-12,agency,4,76
LEAD_0007973,CUS_004085,PRJ_0006,2023-01-04,walk_in,0,40
LEAD_0007974,CUS_006159,PRJ_0008,2024-07-11,agency,2,55
LEAD_0007975,CUS_005411,PRJ_0024,2025-12-18,campaign,1,64
LEAD_0007976,CUS_003313,PRJ_0008,2022-06-20,web,3,45
LEAD_0007977,CUS_000232,PRJ_0020,2024-12-24,agency,2,74
LEAD_0007978,CUS_004682,PRJ_0015,2025-07-06,web,5,65
LEAD_0007979,CUS_006312,PRJ_0018,2022-01-09,web,1,63
LEAD_0007980,CUS_004180,PRJ_0002,2025-05-12,web,5,66
LEAD_0007981,CUS_002139,PRJ_0001,2025-08-24,agency,2,60
LEAD_0007982,CUS_004295,PRJ_0013,2024-01-03,campaign,1,62
LEAD_0007983,CUS_001891,PRJ_0012,2021-12-25,agency,0,53
LEAD_0007984,CUS_003992,PRJ_0021,2021-06-16,web,7,50
LEAD_0007985,CUS_004628,PRJ_0003,2024-01-05,web,0,54
LEAD_0007986,CUS_001899,PRJ_0019,2021-12-29,web,5,68
LEAD_0007987,CUS_000276,PRJ_0002,2021-12-20,agency,3,67
LEAD_0007988,CUS_006110,PRJ_0024,2023-07-01,web,0,50
LEAD_0007989,CUS_004668,PRJ_0002,2022-12-06,walk_in,1,69
LEAD_0007990,CUS_001696,PRJ_0002,2022-05-03,agency,1,54
LEAD_0007991,CUS_004492,PRJ_0028,2024-07-22,agency,2,79
LEAD_0007992,CUS_004441,PRJ_0013,2023-03-15,web,1,43
LEAD_0007993,CUS_000060,PRJ_0013,2023-08-19,web,3,70
LEAD_0007994,CUS_003612,PRJ_0021,2021-09-12,agency,2,69
LEAD_0007995,CUS_000612,PRJ_0008,2025-06-06,web,2,45
LEAD_0007996,CUS_003021,PRJ_0012,2021-03-31,referral,1,73
LEAD_0007997,CUS_004311,PRJ_0013,2025-01-13,agency,2,69
LEAD_0007998,CUS_001444,PRJ_0007,2021-09-14,referral,6,61
LEAD_0007999,CUS_005145,PRJ_0016,2024-05-05,web,1,54
LEAD_0008000,CUS_004648,PRJ_0001,2021-03-19,agency,2,46
LEAD_0008001,CUS_004545,PRJ_0024,2021-02-01,referral,1,78
LEAD_0008002,CUS_000454,PRJ_0001,2021-12-13,web,2,53
LEAD_0008003,CUS_003367,PRJ_0006,2023-12-23,campaign,2,87
LEAD_0008004,CUS_005604,PRJ_0005,2021-02-25,agency,0,58
LEAD_0008005,CUS_005583,PRJ_0015,2022-06-15,walk_in,1,62
LEAD_0008006,CUS_005092,PRJ_0026,2025-09-04,web,0,56
LEAD_0008007,CUS_004712,PRJ_0017,2023-11-11,agency,0,65
LEAD_0008008,CUS_004892,PRJ_0017,2022-11-29,agency,2,65
LEAD_0008009,CUS_001836,PRJ_0020,2021-04-09,campaign,0,57
LEAD_0008010,CUS_000238,PRJ_0009,2021-03-26,walk_in,3,69
LEAD_0008011,CUS_005155,PRJ_0024,2023-10-30,referral,3,80
LEAD_0008012,CUS_006359,PRJ_0020,2025-12-25,referral,5,81
LEAD_0008013,CUS_002489,PRJ_0026,2021-09-06,referral,1,55
LEAD_0008014,CUS_000666,PRJ_0015,2022-02-28,web,1,65
LEAD_0008015,CUS_003103,PRJ_0022,2025-10-28,campaign,0,72
LEAD_0008016,CUS_002281,PRJ_0020,2025-10-23,web,5,67
LEAD_0008017,CUS_001974,PRJ_0002,2023-08-23,campaign,3,55
LEAD_0008018,CUS_003119,PRJ_0008,2023-10-28,campaign,3,69
LEAD_0008019,CUS_006476,PRJ_0020,2024-02-04,walk_in,3,70
LEAD_0008020,CUS_005937,PRJ_0018,2021-08-06,referral,0,92
LEAD_0008021,CUS_002358,PRJ_0005,2022-09-08,referral,3,56
LEAD_0008022,CUS_004817,PRJ_0026,2021-01-14,walk_in,1,69
LEAD_0008023,CUS_001917,PRJ_0023,2022-06-12,referral,2,65
LEAD_0008024,CUS_001906,PRJ_0021,2023-04-21,web,1,61
LEAD_0008025,CUS_005325,PRJ_0023,2021-03-16,web,1,50
LEAD_0008026,CUS_004632,PRJ_0007,2022-08-14,web,2,72
LEAD_0008027,CUS_004580,PRJ_0010,2022-04-24,web,1,70
LEAD_0008028,CUS_001280,PRJ_0023,2025-06-05,agency,3,66
LEAD_0008029,CUS_000628,PRJ_0008,2021-06-06,web,1,76
LEAD_0008030,CUS_003209,PRJ_0006,2022-07-08,agency,6,81
LEAD_0008031,CUS_004643,PRJ_0025,2025-05-06,web,1,44
LEAD_0008032,CUS_000971,PRJ_0010,2023-08-08,referral,2,80
LEAD_0008033,CUS_006393,PRJ_0023,2022-04-28,web,1,59
LEAD_0008034,CUS_000825,PRJ_0007,2024-07-01,agency,5,74
LEAD_0008035,CUS_002449,PRJ_0027,2023-04-18,campaign,1,54
LEAD_0008036,CUS_006041,PRJ_0027,2021-02-01,agency,1,69
LEAD_0008037,CUS_005190,PRJ_0012,2023-09-23,web,1,53
LEAD_0008038,CUS_004360,PRJ_0008,2021-04-28,campaign,1,54
LEAD_0008039,CUS_001238,PRJ_0022,2021-07-29,agency,3,99
LEAD_0008040,CUS_000670,PRJ_0018,2024-08-13,campaign,1,66
LEAD_0008041,CUS_000441,PRJ_0025,2024-07-26,campaign,5,100
LEAD_0008042,CUS_002549,PRJ_0019,2022-12-13,agency,1,55
LEAD_0008043,CUS_005024,PRJ_0011,2022-02-20,agency,1,53
LEAD_0008044,CUS_005634,PRJ_0001,2021-02-22,agency,2,69
LEAD_0008045,CUS_004489,PRJ_0004,2024-09-05,agency,1,61
LEAD_0008046,CUS_001684,PRJ_0010,2024-06-25,web,3,56
LEAD_0008047,CUS_000848,PRJ_0011,2024-10-24,agency,1,71
LEAD_0008048,CUS_005406,PRJ_0010,2021-07-17,campaign,2,79
LEAD_0008049,CUS_005942,PRJ_0024,2021-04-03,web,2,59
LEAD_0008050,CUS_000403,PRJ_0015,2022-01-06,referral,0,68
LEAD_0008051,CUS_005478,PRJ_0012,2024-12-24,referral,4,78
LEAD_0008052,CUS_001776,PRJ_0004,2021-10-14,agency,2,96
LEAD_0008053,CUS_002753,PRJ_0016,2024-01-06,agency,1,76
LEAD_0008054,CUS_003873,PRJ_0004,2024-03-17,agency,2,69
LEAD_0008055,CUS_004033,PRJ_0013,2024-11-24,web,2,69
LEAD_0008056,CUS_002720,PRJ_0004,2021-01-08,walk_in,2,33
LEAD_0008057,CUS_004201,PRJ_0024,2024-02-26,web,0,48
LEAD_0008058,CUS_004968,PRJ_0009,2025-08-15,web,3,57
LEAD_0008059,CUS_002911,PRJ_0013,2023-04-13,agency,2,74
LEAD_0008060,CUS_005297,PRJ_0006,2024-09-22,agency,2,98
LEAD_0008061,CUS_002871,PRJ_0012,2022-12-14,web,3,70
LEAD_0008062,CUS_000423,PRJ_0004,2021-08-27,web,3,60
LEAD_0008063,CUS_000006,PRJ_0023,2022-09-24,campaign,1,74
LEAD_0008064,CUS_002199,PRJ_0016,2024-06-22,agency,0,63
LEAD_0008065,CUS_001584,PRJ_0007,2021-06-18,walk_in,2,78
LEAD_0008066,CUS_005814,PRJ_0007,2023-03-01,referral,4,68
LEAD_0008067,CUS_001272,PRJ_0028,2021-04-19,web,3,79
LEAD_0008068,CUS_004151,PRJ_0002,2025-05-15,agency,3,80
LEAD_0008069,CUS_004280,PRJ_0016,2025-06-30,agency,1,76
LEAD_0008070,CUS_002154,PRJ_0022,2023-02-16,agency,2,90
LEAD_0008071,CUS_001855,PRJ_0021,2022-11-09,web,3,64
LEAD_0008072,CUS_003823,PRJ_0003,2025-01-16,referral,3,71
LEAD_0008073,CUS_002005,PRJ_0028,2025-05-18,web,1,62
LEAD_0008074,CUS_001273,PRJ_0025,2024-02-28,web,1,99
LEAD_0008075,CUS_001917,PRJ_0017,2025-06-09,web,2,63
LEAD_0008076,CUS_006273,PRJ_0008,2023-07-21,walk_in,1,66
LEAD_0008077,CUS_005253,PRJ_0027,2021-09-25,referral,1,68
LEAD_0008078,CUS_005154,PRJ_0028,2025-12-23,walk_in,4,96
LEAD_0008079,CUS_000589,PRJ_0007,2025-06-22,referral,0,69
LEAD_0008080,CUS_002186,PRJ_0013,2025-01-25,web,1,59
LEAD_0008081,CUS_004375,PRJ_0025,2025-06-28,agency,0,59
LEAD_0008082,CUS_002564,PRJ_0018,2021-01-05,agency,0,47
LEAD_0008083,CUS_001561,PRJ_0015,2025-12-21,agency,2,55
LEAD_0008084,CUS_004995,PRJ_0009,2023-03-07,walk_in,2,65
LEAD_0008085,CUS_001200,PRJ_0007,2021-02-23,campaign,0,68
LEAD_0008086,CUS_004006,PRJ_0002,2024-03-26,agency,1,72
LEAD_0008087,CUS_003701,PRJ_0017,2021-07-02,web,6,70
LEAD_0008088,CUS_003540,PRJ_0024,2022-06-08,campaign,2,72
LEAD_0008089,CUS_000809,PRJ_0025,2022-08-17,referral,1,53
LEAD_0008090,CUS_001297,PRJ_0009,2025-06-11,walk_in,5,91
LEAD_0008091,CUS_001959,PRJ_0017,2024-05-26,web,0,57
